sentiment,entity,directional_word
positive,electronics,better
positive,electronics,climb
positive,electronics,doubl
positive,electronics,faster
positive,electronics,gain
positive,electronics,grow
positive,electronics,higher
positive,electronics,increas
positive,electronics,jump
positive,electronics,quicken
positive,electronics,rebound
positive,electronics,recov
positive,electronics,rise
positive,electronics,rose
positive,electronics,step-up
positive,electronics,surg
positive,electronics,up
positive,september,acceler
positive,september,advanc
positive,september,award
positive,september,better
positive,september,climb
positive,september,doubl
positive,september,faster
positive,september,gain
positive,september,grow
positive,september,higher
positive,september,increas
positive,september,jump
positive,september,quicken
positive,september,rebound
positive,september,recov
positive,september,rise
positive,september,rose
positive,september,step-up
positive,september,surg
positive,september,up
positive,beer,acceler
positive,beer,advanc
positive,beer,award
positive,beer,better
positive,beer,climb
positive,beer,doubl
positive,beer,faster
positive,beer,gain
positive,beer,grow
positive,beer,higher
positive,beer,increas
positive,beer,jump
positive,beer,quicken
positive,beer,rebound
positive,beer,recov
positive,beer,rise
positive,beer,rose
positive,beer,step-up
positive,beer,surg
positive,beer,up
positive,income,acceler
positive,income,advanc
positive,income,award
positive,income,better
positive,income,climb
positive,income,doubl
positive,income,faster
positive,income,gain
positive,income,grow
positive,income,higher
positive,income,increas
positive,income,jump
positive,income,quicken
positive,income,rebound
positive,income,recov
positive,income,rise
positive,income,rose
positive,income,step-up
positive,income,surg
positive,income,up
positive,communication,acceler
positive,communication,advanc
positive,communication,award
positive,communication,better
positive,communication,climb
positive,communication,doubl
positive,communication,faster
positive,communication,gain
positive,communication,grow
positive,communication,higher
positive,communication,increas
positive,communication,jump
positive,communication,quicken
positive,communication,rebound
positive,communication,recov
positive,communication,rise
positive,communication,rose
positive,communication,step-up
positive,communication,surg
positive,communication,up
positive,helsinki,acceler
positive,helsinki,advanc
positive,helsinki,award
positive,helsinki,better
positive,helsinki,climb
positive,helsinki,doubl
positive,helsinki,faster
positive,helsinki,gain
positive,helsinki,grow
positive,helsinki,higher
positive,helsinki,increas
positive,helsinki,jump
positive,helsinki,quicken
positive,helsinki,rebound
positive,helsinki,recov
positive,helsinki,rise
positive,helsinki,rose
positive,helsinki,step-up
positive,helsinki,surg
positive,helsinki,up
positive,market,acceler
positive,market,advanc
positive,market,award
positive,market,better
positive,market,climb
positive,market,doubl
positive,market,faster
positive,market,gain
positive,market,grow
positive,market,higher
positive,market,increas
positive,market,jump
positive,market,quicken
positive,market,rebound
positive,market,recov
positive,market,rise
positive,market,rose
positive,market,step-up
positive,market,surg
positive,market,up
positive,metal,acceler
positive,metal,advanc
positive,metal,award
positive,metal,better
positive,metal,climb
positive,metal,doubl
positive,metal,faster
positive,metal,gain
positive,metal,grow
positive,metal,higher
positive,metal,increas
positive,metal,jump
positive,metal,quicken
positive,metal,rebound
positive,metal,recov
positive,metal,rise
positive,metal,rose
positive,metal,step-up
positive,metal,surg
positive,metal,up
positive,report,acceler
positive,report,advanc
positive,report,award
positive,report,better
positive,report,climb
positive,report,doubl
positive,report,faster
positive,report,gain
positive,report,grow
positive,report,higher
positive,report,increas
positive,report,jump
positive,report,quicken
positive,report,rebound
positive,report,recov
positive,report,rise
positive,report,rose
positive,report,step-up
positive,report,surg
positive,report,up
positive,order,acceler
positive,order,advanc
positive,order,award
positive,order,better
positive,order,climb
positive,order,doubl
positive,order,faster
positive,order,gain
positive,order,grow
positive,order,higher
positive,order,increas
positive,order,jump
positive,order,quicken
positive,order,rebound
positive,order,recov
positive,order,rise
positive,order,rose
positive,order,step-up
positive,order,surg
positive,order,up
positive,pulp,acceler
positive,pulp,advanc
positive,pulp,award
positive,pulp,better
positive,pulp,climb
positive,pulp,doubl
positive,pulp,faster
positive,pulp,gain
positive,pulp,grow
positive,pulp,higher
positive,pulp,increas
positive,pulp,jump
positive,pulp,quicken
positive,pulp,rebound
positive,pulp,recov
positive,pulp,rise
positive,pulp,rose
positive,pulp,step-up
positive,pulp,surg
positive,pulp,up
positive,mln,acceler
positive,mln,advanc
positive,mln,award
positive,mln,better
positive,mln,climb
positive,mln,doubl
positive,mln,faster
positive,mln,gain
positive,mln,grow
positive,mln,higher
positive,mln,increas
positive,mln,jump
positive,mln,quicken
positive,mln,rebound
positive,mln,recov
positive,mln,rise
positive,mln,rose
positive,mln,step-up
positive,mln,surg
positive,mln,up
positive,group,acceler
positive,group,advanc
positive,group,award
positive,group,better
positive,group,climb
positive,group,doubl
positive,group,faster
positive,group,gain
positive,group,grow
positive,group,higher
positive,group,increas
positive,group,jump
positive,group,quicken
positive,group,rebound
positive,group,recov
positive,group,rise
positive,group,rose
positive,group,step-up
positive,group,surg
positive,group,up
positive,passenger,acceler
positive,passenger,advanc
positive,passenger,award
positive,passenger,better
positive,passenger,climb
positive,passenger,doubl
positive,passenger,faster
positive,passenger,gain
positive,passenger,grow
positive,passenger,higher
positive,passenger,increas
positive,passenger,jump
positive,passenger,quicken
positive,passenger,rebound
positive,passenger,recov
positive,passenger,rise
positive,passenger,rose
positive,passenger,step-up
positive,passenger,surg
positive,passenger,up
positive,maker,acceler
positive,maker,advanc
positive,maker,award
positive,maker,better
positive,maker,climb
positive,maker,doubl
positive,maker,faster
positive,maker,gain
positive,maker,grow
positive,maker,higher
positive,maker,increas
positive,maker,jump
positive,maker,quicken
positive,maker,rebound
positive,maker,recov
positive,maker,rise
positive,maker,rose
positive,maker,step-up
positive,maker,surg
positive,maker,up
positive,demand,acceler
positive,demand,advanc
positive,demand,award
positive,demand,better
positive,demand,climb
positive,demand,doubl
positive,demand,faster
positive,demand,gain
positive,demand,grow
positive,demand,higher
positive,demand,increas
positive,demand,jump
positive,demand,quicken
positive,demand,rebound
positive,demand,recov
positive,demand,rise
positive,demand,rose
positive,demand,step-up
positive,demand,surg
positive,demand,up
positive,net,acceler
positive,net,advanc
positive,net,award
positive,net,better
positive,net,climb
positive,net,doubl
positive,net,faster
positive,net,gain
positive,net,grow
positive,net,higher
positive,net,increas
positive,net,jump
positive,net,quicken
positive,net,rebound
positive,net,recov
positive,net,rise
positive,net,rose
positive,net,step-up
positive,net,surg
positive,net,up
positive,growth,acceler
positive,growth,advanc
positive,growth,award
positive,growth,better
positive,growth,climb
positive,growth,doubl
positive,growth,faster
positive,growth,gain
positive,growth,grow
positive,growth,higher
positive,growth,increas
positive,growth,jump
positive,growth,quicken
positive,growth,rebound
positive,growth,recov
positive,growth,rise
positive,growth,rose
positive,growth,step-up
positive,growth,surg
positive,growth,up
positive,margin,acceler
positive,margin,advanc
positive,margin,award
positive,margin,better
positive,margin,climb
positive,margin,doubl
positive,margin,faster
positive,margin,gain
positive,margin,grow
positive,margin,higher
positive,margin,increas
positive,margin,jump
positive,margin,quicken
positive,margin,rebound
positive,margin,recov
positive,margin,rise
positive,margin,rose
positive,margin,step-up
positive,margin,surg
positive,margin,up
positive,investment,acceler
positive,investment,advanc
positive,investment,award
positive,investment,better
positive,investment,climb
positive,investment,doubl
positive,investment,faster
positive,investment,gain
positive,investment,grow
positive,investment,higher
positive,investment,increas
positive,investment,jump
positive,investment,quicken
positive,investment,rebound
positive,investment,recov
positive,investment,rise
positive,investment,rose
positive,investment,step-up
positive,investment,surg
positive,investment,up
positive,product,acceler
positive,product,advanc
positive,product,award
positive,product,better
positive,product,climb
positive,product,doubl
positive,product,faster
positive,product,gain
positive,product,grow
positive,product,higher
positive,product,increas
positive,product,jump
positive,product,quicken
positive,product,rebound
positive,product,recov
positive,product,rise
positive,product,rose
positive,product,step-up
positive,product,surg
positive,product,up
positive,omx,acceler
positive,omx,advanc
positive,omx,award
positive,omx,better
positive,omx,climb
positive,omx,doubl
positive,omx,faster
positive,omx,gain
positive,omx,grow
positive,omx,higher
positive,omx,increas
positive,omx,jump
positive,omx,quicken
positive,omx,rebound
positive,omx,recov
positive,omx,rise
positive,omx,rose
positive,omx,step-up
positive,omx,surg
positive,omx,up
positive,paper,acceler
positive,paper,advanc
positive,paper,award
positive,paper,better
positive,paper,climb
positive,paper,doubl
positive,paper,faster
positive,paper,gain
positive,paper,grow
positive,paper,higher
positive,paper,increas
positive,paper,jump
positive,paper,quicken
positive,paper,rebound
positive,paper,recov
positive,paper,rise
positive,paper,rose
positive,paper,step-up
positive,paper,surg
positive,paper,up
positive,year,acceler
positive,year,advanc
positive,year,award
positive,year,better
positive,year,climb
positive,year,doubl
positive,year,faster
positive,year,gain
positive,year,grow
positive,year,higher
positive,year,increas
positive,year,jump
positive,year,quicken
positive,year,rebound
positive,year,recov
positive,year,rise
positive,year,rose
positive,year,step-up
positive,year,surg
positive,year,up
positive,point,acceler
positive,point,advanc
positive,point,award
positive,point,better
positive,point,climb
positive,point,doubl
positive,point,faster
positive,point,gain
positive,point,grow
positive,point,higher
positive,point,increas
positive,point,jump
positive,point,quicken
positive,point,rebound
positive,point,recov
positive,point,rise
positive,point,rose
positive,point,step-up
positive,point,surg
positive,point,up
positive,volume,acceler
positive,volume,advanc
positive,volume,award
positive,volume,better
positive,volume,climb
positive,volume,doubl
positive,volume,faster
positive,volume,gain
positive,volume,grow
positive,volume,higher
positive,volume,increas
positive,volume,jump
positive,volume,quicken
positive,volume,rebound
positive,volume,recov
positive,volume,rise
positive,volume,rose
positive,volume,step-up
positive,volume,surg
positive,volume,up
positive,revenue,acceler
positive,revenue,advanc
positive,revenue,award
positive,revenue,better
positive,revenue,climb
positive,revenue,doubl
positive,revenue,faster
positive,revenue,gain
positive,revenue,grow
positive,revenue,higher
positive,revenue,increas
positive,revenue,jump
positive,revenue,quicken
positive,revenue,rebound
positive,revenue,recov
positive,revenue,rise
positive,revenue,rose
positive,revenue,step-up
positive,revenue,surg
positive,revenue,up
positive,value,acceler
positive,value,advanc
positive,value,award
positive,value,better
positive,value,climb
positive,value,doubl
positive,value,faster
positive,value,gain
positive,value,grow
positive,value,higher
positive,value,increas
positive,value,jump
positive,value,quicken
positive,value,rebound
positive,value,recov
positive,value,rise
positive,value,rose
positive,value,step-up
positive,value,surg
positive,value,up
positive,solution,acceler
positive,solution,advanc
positive,solution,award
positive,solution,better
positive,solution,climb
positive,solution,doubl
positive,solution,faster
positive,solution,gain
positive,solution,grow
positive,solution,higher
positive,solution,increas
positive,solution,jump
positive,solution,quicken
positive,solution,rebound
positive,solution,recov
positive,solution,rise
positive,solution,rose
positive,solution,step-up
positive,solution,surg
positive,solution,up
positive,item,acceler
positive,item,advanc
positive,item,award
positive,item,better
positive,item,climb
positive,item,doubl
positive,item,faster
positive,item,gain
positive,item,grow
positive,item,higher
positive,item,increas
positive,item,jump
positive,item,quicken
positive,item,rebound
positive,item,recov
positive,item,rise
positive,item,rose
positive,item,step-up
positive,item,surg
positive,item,up
positive,system,acceler
positive,system,advanc
positive,system,award
positive,system,better
positive,system,climb
positive,system,doubl
positive,system,faster
positive,system,gain
positive,system,grow
positive,system,higher
positive,system,increas
positive,system,jump
positive,system,quicken
positive,system,rebound
positive,system,recov
positive,system,rise
positive,system,rose
positive,system,step-up
positive,system,surg
positive,system,up
positive,division,acceler
positive,division,advanc
positive,division,award
positive,division,better
positive,division,climb
positive,division,doubl
positive,division,faster
positive,division,gain
positive,division,grow
positive,division,higher
positive,division,increas
positive,division,jump
positive,division,quicken
positive,division,rebound
positive,division,recov
positive,division,rise
positive,division,rose
positive,division,step-up
positive,division,surg
positive,division,up
positive,liter,acceler
positive,liter,advanc
positive,liter,award
positive,liter,better
positive,liter,climb
positive,liter,doubl
positive,liter,faster
positive,liter,gain
positive,liter,grow
positive,liter,higher
positive,liter,increas
positive,liter,jump
positive,liter,quicken
positive,liter,rebound
positive,liter,recov
positive,liter,rise
positive,liter,rose
positive,liter,step-up
positive,liter,surg
positive,liter,up
positive,trade,acceler
positive,trade,advanc
positive,trade,award
positive,trade,better
positive,trade,climb
positive,trade,doubl
positive,trade,faster
positive,trade,gain
positive,trade,grow
positive,trade,higher
positive,trade,increas
positive,trade,jump
positive,trade,quicken
positive,trade,rebound
positive,trade,recov
positive,trade,rise
positive,trade,rose
positive,trade,step-up
positive,trade,surg
positive,trade,up
positive,turnover,acceler
positive,turnover,advanc
positive,turnover,award
positive,turnover,better
positive,turnover,climb
positive,turnover,doubl
positive,turnover,faster
positive,turnover,gain
positive,turnover,grow
positive,turnover,higher
positive,turnover,increas
positive,turnover,jump
positive,turnover,quicken
positive,turnover,rebound
positive,turnover,recov
positive,turnover,rise
positive,turnover,rose
positive,turnover,step-up
positive,turnover,surg
positive,turnover,up
positive,oyj,acceler
positive,oyj,advanc
positive,oyj,award
positive,oyj,better
positive,oyj,climb
positive,oyj,doubl
positive,oyj,faster
positive,oyj,gain
positive,oyj,grow
positive,oyj,higher
positive,oyj,increas
positive,oyj,jump
positive,oyj,quicken
positive,oyj,rebound
positive,oyj,recov
positive,oyj,rise
positive,oyj,rose
positive,oyj,step-up
positive,oyj,surg
positive,oyj,up
positive,percent,acceler
positive,percent,advanc
positive,percent,award
positive,percent,better
positive,percent,climb
positive,percent,doubl
positive,percent,faster
positive,percent,gain
positive,percent,grow
positive,percent,higher
positive,percent,increas
positive,percent,jump
positive,percent,quicken
positive,percent,rebound
positive,percent,recov
positive,percent,rise
positive,percent,rose
positive,percent,step-up
positive,percent,surg
positive,percent,up
positive,tax,acceler
positive,tax,advanc
positive,tax,award
positive,tax,better
positive,tax,climb
positive,tax,doubl
positive,tax,faster
positive,tax,gain
positive,tax,grow
positive,tax,higher
positive,tax,increas
positive,tax,jump
positive,tax,quicken
positive,tax,rebound
positive,tax,recov
positive,tax,rise
positive,tax,rose
positive,tax,step-up
positive,tax,surg
positive,tax,up
positive,cent,acceler
positive,cent,advanc
positive,cent,award
positive,cent,better
positive,cent,climb
positive,cent,doubl
positive,cent,faster
positive,cent,gain
positive,cent,grow
positive,cent,higher
positive,cent,increas
positive,cent,jump
positive,cent,quicken
positive,cent,rebound
positive,cent,recov
positive,cent,rise
positive,cent,rose
positive,cent,step-up
positive,cent,surg
positive,cent,up
positive,end,acceler
positive,end,advanc
positive,end,award
positive,end,better
positive,end,climb
positive,end,doubl
positive,end,faster
positive,end,gain
positive,end,grow
positive,end,higher
positive,end,increas
positive,end,jump
positive,end,quicken
positive,end,rebound
positive,end,recov
positive,end,rise
positive,end,rose
positive,end,step-up
positive,end,surg
positive,end,up
positive,month,acceler
positive,month,advanc
positive,month,award
positive,month,better
positive,month,climb
positive,month,doubl
positive,month,faster
positive,month,gain
positive,month,grow
positive,month,higher
positive,month,increas
positive,month,jump
positive,month,quicken
positive,month,rebound
positive,month,recov
positive,month,rise
positive,month,rose
positive,month,step-up
positive,month,surg
positive,month,up
positive,efficiency,acceler
positive,efficiency,advanc
positive,efficiency,award
positive,efficiency,better
positive,efficiency,climb
positive,efficiency,doubl
positive,efficiency,faster
positive,efficiency,gain
positive,efficiency,grow
positive,efficiency,higher
positive,efficiency,increas
positive,efficiency,jump
positive,efficiency,quicken
positive,efficiency,rebound
positive,efficiency,recov
positive,efficiency,rise
positive,efficiency,rose
positive,efficiency,step-up
positive,efficiency,surg
positive,efficiency,up
positive,management,acceler
positive,management,advanc
positive,management,award
positive,management,better
positive,management,climb
positive,management,doubl
positive,management,faster
positive,management,gain
positive,management,grow
positive,management,higher
positive,management,increas
positive,management,jump
positive,management,quicken
positive,management,rebound
positive,management,recov
positive,management,rise
positive,management,rose
positive,management,step-up
positive,management,surg
positive,management,up
positive,area,acceler
positive,area,advanc
positive,area,award
positive,area,better
positive,area,climb
positive,area,doubl
positive,area,faster
positive,area,gain
positive,area,grow
positive,area,higher
positive,area,increas
positive,area,jump
positive,area,quicken
positive,area,rebound
positive,area,recov
positive,area,rise
positive,area,rose
positive,area,step-up
positive,area,surg
positive,area,up
positive,mn,acceler
positive,mn,advanc
positive,mn,award
positive,mn,better
positive,mn,climb
positive,mn,doubl
positive,mn,faster
positive,mn,gain
positive,mn,grow
positive,mn,higher
positive,mn,increas
positive,mn,jump
positive,mn,quicken
positive,mn,rebound
positive,mn,recov
positive,mn,rise
positive,mn,rose
positive,mn,step-up
positive,mn,surg
positive,mn,up
positive,traffic,constrain
positive,traffic,deceler
positive,traffic,declin
positive,traffic,decreas
positive,traffic,down
positive,traffic,drop
positive,traffic,fall
positive,traffic,fell
positive,traffic,slower
positive,traffic,weaken
positive,traffic,weaker
positive,cost,constrain
positive,cost,deceler
positive,cost,declin
positive,cost,decreas
positive,cost,down
positive,cost,drop
positive,cost,fall
positive,cost,fell
positive,cost,slower
positive,cost,weaken
positive,cost,weaker
positive,company,constrain
positive,company,deceler
positive,company,declin
positive,company,decreas
positive,company,down
positive,company,drop
positive,company,fall
positive,company,fell
positive,company,slower
positive,company,weaken
positive,company,weaker
positive,plant,constrain
positive,plant,deceler
positive,plant,declin
positive,plant,decreas
positive,plant,down
positive,plant,drop
positive,plant,fall
positive,plant,fell
positive,plant,slower
positive,plant,weaken
positive,plant,weaker
positive,construction,constrain
positive,construction,deceler
positive,construction,declin
positive,construction,decreas
positive,construction,down
positive,construction,drop
positive,construction,fall
positive,construction,fell
positive,construction,slower
positive,construction,weaken
positive,construction,weaker
negative,earnings,constrain
negative,earnings,deceler
negative,earnings,declin
negative,earnings,decreas
negative,earnings,down
negative,earnings,drop
negative,earnings,fall
negative,earnings,fell
negative,earnings,slower
negative,earnings,weaken
negative,earnings,weaker
negative,quarter,constrain
negative,quarter,deceler
negative,quarter,declin
negative,quarter,decreas
negative,quarter,down
negative,quarter,drop
negative,quarter,fall
negative,quarter,fell
negative,quarter,slower
negative,quarter,weaken
negative,quarter,weaker
negative,profit,constrain
negative,profit,deceler
negative,profit,declin
negative,profit,decreas
negative,profit,down
negative,profit,drop
negative,profit,fall
negative,profit,fell
negative,profit,slower
negative,profit,weaken
negative,profit,weaker
negative,share,constrain
negative,share,deceler
negative,share,declin
negative,share,decreas
negative,share,down
negative,share,drop
negative,share,fall
negative,share,fell
negative,share,slower
negative,share,weaken
negative,share,weaker
negative,sale,constrain
negative,sale,deceler
negative,sale,declin
negative,sale,decreas
negative,sale,down
negative,sale,drop
negative,sale,fall
negative,sale,fell
negative,sale,slower
negative,sale,weaken
negative,sale,weaker
negative,business,constrain
negative,business,deceler
negative,business,declin
negative,business,decreas
negative,business,down
negative,business,drop
negative,business,fall
negative,business,fell
negative,business,slower
negative,business,weaken
negative,business,weaker
negative,period,constrain
negative,period,deceler
negative,period,declin
negative,period,decreas
negative,period,down
negative,period,drop
negative,period,fall
negative,period,fell
negative,period,slower
negative,period,weaken
negative,period,weaker
negative,capital,constrain
negative,capital,deceler
negative,capital,declin
negative,capital,decreas
negative,capital,down
negative,capital,drop
negative,capital,fall
negative,capital,fell
negative,capital,slower
negative,capital,weaken
negative,capital,weaker
negative,contract,constrain
negative,contract,deceler
negative,contract,declin
negative,contract,decreas
negative,contract,down
negative,contract,drop
negative,contract,fall
negative,contract,fell
negative,contract,slower
negative,contract,weaken
negative,contract,weaker
negative,eps,constrain
negative,eps,deceler
negative,eps,declin
negative,eps,decreas
negative,eps,down
negative,eps,drop
negative,eps,fall
negative,eps,fell
negative,eps,slower
negative,eps,weaken
negative,eps,weaker
negative,news,constrain
negative,news,deceler
negative,news,declin
negative,news,decreas
negative,news,down
negative,news,drop
negative,news,fall
negative,news,fell
negative,news,slower
negative,news,weaken
negative,news,weaker
negative,phone,constrain
negative,phone,deceler
negative,phone,declin
negative,phone,decreas
negative,phone,down
negative,phone,drop
negative,phone,fall
negative,phone,fell
negative,phone,slower
negative,phone,weaken
negative,phone,weaker
negative,technology,constrain
negative,technology,deceler
negative,technology,declin
negative,technology,decreas
negative,technology,down
negative,technology,drop
negative,technology,fall
negative,technology,fell
negative,technology,slower
negative,technology,weaken
negative,technology,weaker
negative,+àland,constrain
negative,+àland,deceler
negative,+àland,declin
negative,+àland,decreas
negative,+àland,down
negative,+àland,drop
negative,+àland,fall
negative,+àland,fell
negative,+àland,slower
negative,+àland,weaken
negative,+àland,weaker
negative,pct,constrain
negative,pct,deceler
negative,pct,declin
negative,pct,decreas
negative,pct,down
negative,pct,drop
negative,pct,fall
negative,pct,fell
negative,pct,slower
negative,pct,weaken
negative,pct,weaker
negative,june,constrain
negative,june,deceler
negative,june,declin
negative,june,decreas
negative,june,down
negative,june,drop
negative,june,fall
negative,june,fell
negative,june,slower
negative,june,weaken
negative,june,weaker
negative,tonne,constrain
negative,tonne,deceler
negative,tonne,declin
negative,tonne,decreas
negative,tonne,down
negative,tonne,drop
negative,tonne,fall
negative,tonne,fell
negative,tonne,slower
negative,tonne,weaken
negative,tonne,weaker
negative,electronics,constrain
negative,electronics,deceler
negative,electronics,declin
negative,electronics,decreas
negative,electronics,down
negative,electronics,drop
negative,electronics,fall
negative,electronics,fell
negative,electronics,slower
negative,electronics,weaken
negative,electronics,weaker
negative,september,constrain
negative,september,deceler
negative,september,declin
negative,september,decreas
negative,september,down
negative,september,drop
negative,september,fall
negative,september,fell
negative,september,slower
negative,september,weaken
negative,september,weaker
negative,beer,constrain
negative,beer,deceler
negative,beer,declin
negative,beer,decreas
negative,beer,down
negative,beer,drop
negative,beer,fall
negative,beer,fell
negative,beer,slower
negative,beer,weaken
negative,beer,weaker
negative,income,constrain
negative,income,deceler
negative,income,declin
negative,income,decreas
negative,income,down
negative,income,drop
negative,income,fall
negative,income,fell
negative,income,slower
negative,income,weaken
negative,income,weaker
negative,communication,constrain
negative,communication,deceler
negative,communication,declin
negative,communication,decreas
negative,communication,down
negative,communication,drop
negative,communication,fall
negative,communication,fell
negative,communication,slower
negative,communication,weaken
negative,communication,weaker
negative,helsinki,constrain
negative,helsinki,deceler
negative,helsinki,declin
negative,helsinki,decreas
