headline,label
update 1 sabmiller 2nd quarter underlying sales rise forex impacts margins,positive
goldman sachs barclays hsbc downplay brexit threat,neutral
shire ceo steps up drive to get baxalta board talking,positive
companiestesco off to a bad start over xmas â€ kantar,negative
eu drops shell bp statoil from ethanol benchmark investigation,positive
kraft cadbury s and britvic in total recall: how pulling a product affects profit,negative
wpp boosts sales despite cautious clients,positive
update 1 berkshire applies to boost wells fargo stake above 10 pct,positive
exclusive bp china s cnpc to unveil oil alliance sources,positive
greene king s third quarter sales boosted by festive season,positive
l&g completes uk s largest medically underwritten bulk pension risk deal,positive
industry newsmorrisons unveils which stores will close as 900 jobs face the axe,negative
rpt old mutual q1 gross sales beat forecasts up 18 pct,positive
morrisons and debenhams surprise city with christmas bounce back,positive
bbcn bancorp to buy wilshire bancorp in $1 bln deal,positive
borealis infrastructure putting together new severn trent bid,positive
passengers rise at easyjet and aer lingus,positive
fda approves astrazeneca s iressa as lung cancer treatment,positive
update 1 astrazeneca boosts respiratory unit with $575 mln takeda deal,positive
bhp billiton posts big loss slashes dividend,negative
companieslse adds ex sec head schapiro to board,positive
can christmas save sainsbury s plc and tesco plc,negative
astrazeneca bags another cancer drug deal this time with inovio,positive
update 1 engineering firm smiths group confirms ceo appointment,positive
update 1 meggitt reiterates annual outlook after tough 2014,positive
astrazeneca explores potential deal with acerta for cancer drug,positive
tesco set to sell kipa giraffe businesses sky news,negative
intercontinental hotels group share price climbs on $1 5bn special dividend,positive
glencore cuts 2015 budget plans to divest from lonmin,negative
shire proposes $30 bln all share tie up with baxalta,positive
glencore sees tripoli based noc as sole legal seller of libyan oil,positive
fda approves shire s vyvanse for binge eating disorder,positive
astrazeneca wins fda approval for key new lung cancer pill,positive
crh s concrete bid for holcim lafarge assets,positive
update 3 stifel to buy former lehman brokerage from barclays,positive
britain s ftse falls back with ashtead commodities under pressure,negative
rio tinto swings to loss drops dividend policy,negative
britain s ftse gains land securities up after dividend hike,positive
tesco abandons video streaming ambitions in blinkbox sale,negative
astrazeneca shares climb 3 as drug maker ups profits forecasts,positive
royal mail share price edges lower as group raises stamp price,negative
amazon s grocery deal with morrisons is only the beginning,positive
shell and bg shareholders to vote on deal at end of january,neutral
tesco breaks its downward slide by cutting sales decline in half,positive
royal mail turnaround proving expensive in tough uk market,negative
meggitt share price tumbles as profit falls in challenging year,negative
hsbc hit by fresh details of tax evasion claims,negative
novartis buys remaining rights to gsk treatment in deal up to $1 billion,positive
ab inbev ups offer for sabmiller as deadline looms,positive
easyjet dismisses lufthansa low cost plan in contest for germany,negative
ab inbev attacks sabmiller bid rebuffal,negative
bg group appoints new ceo one month early,positive
royal mail gets mixed bag from ofcom postal regulation report,negative
how kraft heinz merger came together in speedy 10 weeks,positive
arm profits and sales up as shift away from mobile gains pace,positive
tesco sells half of stake in ecommerce site lazada to alibaba for â£90m,negative
rbs chairman admits surprise at size of regulatory penalties,negative
l&g still paying price for dividend cut during crisis chief says,negative
tesco sales rise shows tentative recovery continues,positive
new credit suisse boss faces stiff challenge in asia,negative
sainsbury sales slip again as price pressures take a toll,negative
refile update 4 britain s lloyds to pay first dividend since rescue,positive
update 1 pearson expects to grow this year after solid end to 2014,positive
shell to buy bg group in $69 7 billion takeover,positive
diageo receives reports from united spirits on financial irregularities involving,negative
hsbc shakes up board with two new business chiefs three departures,negative
standard chartered shifts emerging markets strategy after losses,negative
buffett s berkshire builds deere stake dumps exxon,positive
hsbc says unit to book $585 million charge on settlement,negative
auto trader share price surges as company floats on lse,positive
hargreaves lansdown bucks weak markets to see assets rise 2 6 percent,positive
mylan appoints ranjan ray chaudhuri as global commercial lead for mylan s over,neutral
bhp billiton drags ftse lower after slashing dividend,negative
nyse owner ice considers offer for lse,positive
ice said to start lining up financing for lse bidding war,positive
lse gets hong kong regulatory nod to hk firms to become lse members,positive
caixabank dos santos agree on plan for bpi angola exposure,positive
lse deutsche boerse merger would signal end to exchange mega deals,positive
centrica extends gas deals with gazprom statoil,positive
easyjet expects resilient demand to withstand security fears,positive
standard chartered s shares plunge 7 after fitch downgrade,negative
news feedschroders books solid earnings growth several board changes,positive
insurers: admiral blows hot and cold but aviva soars pre friends life merger,positive
peroni and grolsch put up for sale as ab inbev plans acquisition of sabmiller,positive
ab inbev looks to win over sabmiller investors,positive
aviva friends life top forecasts ahead of 5 6 billion pound merger,positive
horizonte acquires neighbouring glencore nickel property in brazil,positive
shire says internal synergy goals from baxalta deal higher,positive
brief legal & general s retirement business books 4 billion stg h1 sales,positive
update 1 nomura rbs must pay $806 mln in mortgage bond case us judge,negative
astrazeneca diabetes drug combination faces delay after fda rebuff,negative
stakes high for astrazeneca heart drug facing tough competition,negative
tesco share price jumps as q3 sales top estimates,positive
breakingviews: iag can pay more for aer lingus,positive
wpp wins race for programmatic buying agency essence digital,positive
tesco closes in on new chairman with dixons carphone s john allan in the frame,positive
marketsshire up 2 5 and baxalta up 6 on $32bn deal,positive
shares in bae systems hit 10 month high on rating upgrade,positive
glaxosmithkline targets growth across units scraps viiv ipo,positive
buffett s company reports 37 percent drop in 2q earnings,negative
bunzl lifts dividend again as acquisitions continue to boost profits,positive
update 1 bhp billiton s credit ratings fragile in fy16 agencies warn,negative
ab inbev to sell more sab assets as seeks eu deal approval,negative
spain s caixabank expects to close deal for banco bpi,positive
whitbread boss andy harrison defends sales fall as just a blip,negative
broker tips: rbs croda sage,positive
supreme court upholds $236 million jury award against exxonmobil,negative
petrofac books further â£30m cost for shetland gas terminal delays,negative
shire share price under pressure after $32bn baxalta deal,negative
should you buy jumbo yielders british american tobacco plc centrica plc & john wood group plc,positive
dbs julius baer emerge as potential bidders for barclays asia wealth unit,positive
british american tobacco drops and sues pwc over pollution scandal,negative
nine banks including barclays citi agree to pay $2 billion to settle forex,negative
ab inbev offers sabmiller $3 billion breakup fee,positive
britain s ftse outperforms europe royal mail and tesco rise,positive
industry newswolseley confident in reslilience amid mixed markets,positive
japan s nikkei lands financial times in $1 3 billion deal,positive
royal dutch shell profit rises; dividend up 4,positive
standard chartered lags on capital worries,negative
update 3 auto trader shares leap in uk s biggest private equity backed listing,positive
aberdeen asset management gains foothold in china,positive
ftse falls to 3 month low on greek debt concerns easyjet skids,negative
bae systems s sales boosted by european typhoon and currencies,positive
kingfisher share price slides on cost to implement new strategy,negative
update 1 cypress semiconductor offers to buy integrated silicon solution,positive
ftse 100 flat; standard chartered leads risers,positive
merged lse and deutsche bã¶rse would be led by germany s kengeter,positive
tesco sells blinkbox and broadband service to talktalk,positive
ftse 100 falls as china devaluation hits burberry mining stocks,negative
irish said chasing standard chartered rbs as brexit vote nears,positive
standard chartered not raising capital yet as dividend cut,negative
eu regulator backs approval for gsk injectable asthma drug,positive
brewer ab inbev seeks $275 bln tie up with sabmiller,positive
severn trent share price jumps as canadian investor renews pursuit of utility,positive
tesco share price tumbles after negative broker note,negative
companiesactelion shares hit record on shire takeover talk,positive
morrisons faces festive sales test,negative
companiesmeggitt profits hit by weak energy and military markets,negative
arm holdings plc partners with international business machines corp to drive,positive
2 turnaround buys for 2016 bhp billiton plc and home retail group plc,positive
sainsbury s says to outperform rivals in tough market,positive
standard chartered rbs escape capital raising in stress test,positive
barclays poised to replace sir mike rake as he heads for exit,positive
tesco leads ftse higher on clubcard bid reports,positive
tesco asda sales fall as march of the discounters continues: kantar,negative
legal & general arm buys 50 pct stake in mediacityuk in manchester,positive
sabmiller revenue hit by weaker em currencies,negative
update: persimmon profit up strongly outlook positive,positive
slump in weir leads ftse down from record high,negative
berkshire seeks to boost its wells fargo stake above 10 percent,positive
astrazeneca s medimmune inks licensing deal with omnis pharmaceuticals,positive
astrazeneca weighing up acerta bid to secure blood cancer drug,positive
marketsbp promotes upstream boss to deputy ceo,positive
british american tobacco first half sales hurt by currency moves,negative
gsk and novartis complete deals to reshape both drugmakers,positive
u k stocks little changed near record as barclays shell fall,negative
rolls royce wins $9 2 billion order from emirates airline,positive
news feedftse 100 movers: lse surges as ice says mulling offer; ashtead and barclays tank,positive
philippines san miguel says to partner with kirin if it bids for sabmiller s,positive
astrazeneca sells caprelsa rights to sanofi unit,positive
lloyds banking group s share price lifts amid reports bank is poised to axe hundreds of uk jobs,positive
easyjet attracts more passengers in june but still lags ryanair,positive
corrected shire to buy dyax for about $5 9 bln,positive
city spirits sink after diageo comes up short with sales slide,negative
rio tinto ceo says iron ore market at equilibrium,neutral
update 1 eu regulator backs approval for gsk injectable asthma drug,positive
anheuser busch inbev increases offer for rival sabmiller,positive
update 1 bp shareholders back more disclosure on climate change risks,positive
germanwings disaster will not affect image of budget air travel easyjet,negative
u k stocks resume gains to rally to record; crh tullow climb,positive
rsa insurance hires towergate s egan as chief financial officer,positive
unilever profit rises despite sales slump in china,positive
update: cib legal & general sell egyptian life joint venture to axa,positive
eli lilly & co lly has broken out to a new high on astrazeneca collaboration,positive
valeant ceo pledges to heed critics after painful experience,negative
is it worth investing in tesco plc and prudential plc now,positive
update 1 astrazeneca sells rare cancer drug to sanofi for up to $300 mln,positive
companiestravis perkins lifts dividend earnings rise 15,positive
fastjet slams easyjet founder stelios for going public is taking legal advice over letter about contractual,negative
shire to buy nps for $5 2 billion to boost rare disease drugs,positive
millercoors delivers 2 9 underlying net income growth for 2014,positive
itv share price: group mulls takeover of canada s entertainment one,positive
uk winners & losers: aviva and friends life lead ftse 100 gainers,positive
hsbc appoints business leaders to board,positive
arm royalties accelerate as smartphone market regains strength,positive
bg group still happy with shell s $70 billion offer,positive
european shares plunge roiled by bhp and oil; hopes turn to ecb,negative
update 1 astrazeneca buys zs pharma for $2 7 billion pips actelion,positive
ab inbev s latest bid said unlikely to win sabmiller s approval,positive
ab inbev approaches sabmiller to explore $250bn tie up,positive
insight hires aviva s david hillier for multi asset team,positive
astrazeneca chases acerta to secure next cancer drug winner,positive
zurich insurance considering offer for uk rival rsa insurance,positive
glaxosmithkline share price slips as fda okays asthma therapy only for adults,negative
sanofi poaches astrazeneca scientist as new research head,positive
astrazeneca acquires zs pharma in $2 7 billion deal,positive
aviva m&g suspend property funds as investors panic,negative
easyjet leads britain s ftse lower as global bond rout resumes,negative
metals zinc surges 12 pct after glencore cuts output fuelling metals rally,positive
after barclays and bank of america citigroup has blockchain in sight,positive
astrazeneca to pay inovio up to $700 million for cancer drug,positive
priceline s stock jumps to new high for the year after barclays upgrade,positive
ftse 100 drops 2 5 pct on glencore metals price fears,negative
ruling sets lower limit on potential fine for bp,negative
glaxosmithkline starts hunt for successor to ceo witty,neutral
spain s caixabank launches new takeover bid for banco bpi,positive
us sanctions put gazprom shell alliance plans in jeopardy,negative
johnson matthey raises prospect of investor payout,positive
barclays plc & lloyds banking group plc are the 2 banks i d buy today,positive
britain s ftse steadies supported by dixons carphone,positive
barclays sells benchmark indices unit to bloomberg,positive
london stock exchange â€ deutsche boerse merger under threat from brexit,negative
european stocks hover near 3 week low dialog and bhp slump,negative
primark racks up a happy christmas after strong sales,positive
brief aviva aims to increase dividend pay out ratio to 50 pct in 2017,positive
ocbc to buy barclay s wealth management unit in singapore hong kong,positive
merkel s government said to support deutsche boerse lse merger,positive
barclays poaches new chief operating officer paul compton from jp morgan chase,negative
bp joins forces with det norske in norway,positive
uk s ftse has worst day so far in 2015 as bg and prudential fall,negative
companieshome retail trims gains but is considered in play,positive
hammerson jv partner secure ownership of ireland s dundrum quick facts,positive
companieshoward davies appointment as rbs director delayed,negative
ocwen reaches settlement with california regulator,positive
companiesab inbev signals it won t go hostile for sabmiller,positive
royal dutch shell to buy bg group for nearly $70 billion,positive
copper market may get a 2003 style supply shock from glencore closures,negative
randgold profit hit by poor gold price but dividend still increases,negative
g4s slides on balance sheet worries,negative
glencore studies possible ipo for agricultural trading business,positive
chime communications set to be acquired by wpp and providence,positive
tata steel working with stanchart for uk unit sale source,positive
astrazeneca share price: acerta deal pays off with orphan drug status,positive
aviva promises higher dividends to boost flagging share price,positive
gsk joins china trade push as uk trumpets healthcare deals,positive
britain s ftse gets lift from prudential results,positive
verizon and at&t accused of hurting rivals,negative
london stock exchange seals â£22 billion merger with germany s deutsche bã¶rse,positive
us dollar wipes out sales gains for sabmiller,negative
sainsbury s asda tesco and morrisons will all cut petrol prices as oil falls,negative
severn trent share price rises as first half profit inches up as customer,positive
tesco share price steady as analysts weigh in on results,positive
astrazeneca s lung cancer drug tagrisso gets fda approval,positive
insurer old mutual picks standard bank s hemphill as new ceo,positive
why astrazeneca plc & dixons carphone plc are red hot growth stars,positive
whitbread profit up as sales continue to rise looking for new ceo,positive
millercoors board names gavin hattersley interim ceo,neutral
s&p downgrades barclays and rbs on government bailout fears,negative
tesco leads leap in ftse 100; marks & spencer drops,positive
old mutual first quarter sales up 18 buoyed by emerging markets,positive
update 1 dairy crest loses a third of morrisons milk contract,negative
glencore slumps 30 percent as debt fears grow,negative
glaxo s viiv healthcare signs china manufacturing deal with desano,positive
shell offers 50 percent premium to buy bg for $70 billion,positive
ab inbev to sell sabmiller stake in china s snow beer,negative
irish housebuilder cairn homes plans london listing,positive
bpi says caixabank isabel dos santos reach agreement over angola exposure,positive
stanchart and rbs struggle in bank of england stress tests,negative
glencore chief blames rivals overproduction for share price fall,negative
aviva weighs cash handout after beating profit forecast,positive
saudi aramco shell plan to break up motiva divide up assets,negative
drugmaker shire to buy baxalta for $32 billion after 6 month pursuit,positive
intertek group announces strategic update outlining its plan,positive
johnson matthey profit falls but dividend rises,neutral
travis perkins hikes dividend 20 as profit and revenue rise,positive
morrisons finance chief to fill gap as ceo leaves early,negative
intertek swings to â£347 mln loss on oil s slump,negative
analyst views: astrazeneca shares have seen recent volatility; what will 2015,negative
update 2 pricey beers lift sabmiller s quarterly underlying sales,positive
australia clears ab inbev s $100 billion sabmiller buyout plan,positive
wpp world s largest ad agency reports strong 2015 growth,positive
glencore blames rivals for creating metals glut,negative
intercontinental hotels denies reports of starwood merger talks,negative
tesco criticised for disgraceful advert showing domestic worker being slapped,negative
fda panel backs safety updates for astrazeneca takeda drugs,positive
hargreaves lansdown share price falls as costs mount although pensions,negative
tesco asda sales fall as march of the discounters continues kantar,negative
despite sales growth uk s tesco cautions recovery to be bumpy,negative
sales boost for new morrisons chief david potts as tesco turnaround stalls,negative
do it for me trend underpins uk sales growth at kingfisher,positive
valeant names interim leader as ceo remains hospitalized,neutral
astrazeneca to buy zs pharma for $2 7 billion,positive
barclays bonds rise as lender cuts dividends to shore up capital,positive
amazon to attack uk grocery market with morrisons deal,positive
morrisons book second consecutive quarter of sales growth,positive
entertainment one dispels itv takeover rumours,positive
crown castle buys tower development corp for $461 million,positive
renewed ab inbev bid for sabmiller ups stake in beer battle,positive
ftse edges up as investors cheer kingfisher results,positive
tesco shares jump 6 after christmas sales beat expectations,positive
berkshire hathaway names kara raiguel to lead general re unit,positive
eu regulators clear $100 billion plus ab inbev sabmiller deal,positive
asahi could be about to snap up more of sabmiller s beers ahead of ab inbev sale,positive
tullow oil suspends dividend amid oil price fall,negative
tesco s sales pickup isn t enough,negative
tesco share price down as grocer faces sfo investigation outcome,negative
aberdeen am posts h1 outflows says conditions to remain challenging,negative
crh adds cr laurence to acquisitions tally for $1 3bn,positive
market report: aviva tops the market as traders approve of its choice of friends,positive
barclays appoints jpmorgan s paul compton as new coo,positive
rolls royce to ensure compliance after petrobras bribery report,negative
refile aviva investors to move 34 bln euros in assets from axa fund arm,negative
investors remain skeptical about shell bg deal,negative
companieskingfisher bid for mr bricolage runs into trouble,negative
aspen to buy anaesthetics from astrazeneca for $520 million,positive
