headline,label
at 12 01 pm the omx helsinki 25 was down 0 66 pct to 3 143 57 and the omx helsinki was 0 67 pct lower at 10 530 74 on 253 mln eur turnover,negative
both operating profit and net sales for the 12 month period increased respectively from eur10 5 m and eur28 8 m as compared to the financial year 2004,positive
mn and pretax profit to eur 46 4 mn from eur 35 8 mn in the third quarter of 2006,positive
emsa deputy chairman of the board juri lember told bns on wednesday that this was the first time he heard about the strike as the swedish side had not informed the estonian union yet,negative
in 2009 lee & man had a combined annual production capacity of close to 4 5 million tonnes of paper and 300 000 tonnes of pulp,neutral
these sections will be put into place to form the load bearing steel structure of the bridge says sami eronen senior vice president infrastructure and northern europe ruukki construction,neutral
the marubeni group focuses on creating value chain from upstream to downstream encompassing a wide variety of business fields including oil & gas metals mineral resources foods pulp & paper and chemicals among others,neutral
these savings will have full impact as of the beginning of 2007,neutral
in a separate announcement to the helsinki stock exchange atria revealed that the company s third quarter profits declined from eur13 9 m in the third quarter of last year to eur12 7 m in this year s q3,negative
compagnie de financement foncier is to issue a benchmark 10 year covered deal in euros,neutral
the mill has long traditions and holds an established position in the markets,positive
finnish insurance company fennia and kesko group are ending their loyal customer cooperation,negative
of this eur 38 8 mn was net interest income,neutral
sysopen digia plc press release 7 february 2006 ibm finland has rewarded its most distinguished partner companies for 2005,positive
helsinki afx outokumpu said its technology unit has won a 28 mln eur contract from bosnia herzegovina s aluminij dd mostar to upgrade an anode plant,positive
the machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood,neutral
alexandria va june 7 michael g williams of newbury park calif has developed a network device,neutral
the biggest sellers in the chain s supermarkets in finland are organic pirkka tomatoes carrots eggs and meat products,neutral
companies evaluated in the report include aladdin ca f secure kaspersky marshal mcafee microsoft panda proofpoint sophos symantec trend micro tumbleweed and websense,neutral
in contrast the company s net loss for the third quarter of 2009 contracted to eur 76 million from eur 256 million for the corresponding period a year ago,positive
a total of $ 78 million will be invested in the project,neutral
alexandria va may 23 matti harkonen and pentti sipponen both of espoo finland osmo suovaniemi of helsinki finland and tapani tiusanen of vantaa finland have developed a paper web press device,neutral
in finland s hobby hall s sales decreased by 10 and international sales fell by 19,negative
no other ev3 devices were involved in this action,neutral
protalix has $ 42 million in cash and no sales,neutral
around 250 of these reductions will be implemented through pension arrangements,neutral
sales rose to 300 9 mln eur compared with last year s 276 1 mln eur and in line with 299 mln eur consensus figure,positive
nordea pankki suomi oyj according to previously announced has made forward contracts on alma media corporation shares,neutral
the company will release its 2010 results on 11 february 2011,neutral
sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006 07,negative
fiskars has a strong portfolio of international brands which include fiskars iittala gerber silva and buster,positive
as a result 12 people will be made redundant and a total of 67 persons are laid off temporarily,negative
neste oil corporation refining operation asset summary report summary neste oil corporation refining operation assets summary report is an essential source for company data and information,neutral
the prosecutor is also demanding outokumpu pay a fine of eur 800 000 at most,negative
adp news apr 22 2009 finnish business information systems developer solteq oyj hel : stq1v said today its net loss widened to eur 189 000 usd 245 000 for the first quarter of 2009 from eur 10 000 for the same peri,negative
the value of the order is eur 4mn,neutral
the contract includes design construction delivery of equipment installation and commissioning,neutral
operating profit increased to eur 14 0 mn from eur 4 9 mn in the corresponding period in 2005,positive
according to heikkil+ñ more than just refreshment and energy will soon be found in soft drinks also in finland,neutral
after a long unprofitable period the food division posted a profitable result which speaks of a healthier cost structure and a new approach in business operations rihko said,positive
renesas mobile europe ltd has approximately 470 employees in oulu,neutral
the value of the contract is about eur1 0 m poyry headquartered in vantaa finland provides consulting and engineering services to the energy forestry and infrastructure & environment sectors,neutral
the transaction is expected to be finalized by dec 2009,neutral
lassila & tikanoja s operating profit excluding non recurring and imputed items for the second quarter was eur11 3 m down from eur13 8 m a year ago,negative
jarmo honkamaa head of the oil refining business at neste oil says the situation looks promising from their viewpoint,positive
the guidance has been set at 90 basis points over mid swaps the report said,neutral
brazilian mobile player telemig celular yesterday announced that it has selected finnish software developer tecnomen oyj to expand its prepaid billing system,positive
the dividend is payable on february 1 2010 to shareholders of record on january 19 2010,neutral
aldata solution oyj bertrand sciard president and ceo further information : aldata solution oyj bertrand sciard president and ceo tel +33 1 46 48 28 00 aldata 100 retail wholesale at aldata 100 of our business is dedicated to retail and wholesale business improvement,neutral
and u s energy executives say high steel prices are threatening energy exploration,negative
the expansion will be delivered in the fourth quarter of 2006,neutral
the prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire aspo shares to the amount determined by the board in advance in the maximum,neutral
the share issue derogating from the pre emptive right of the shareholders and comprising some six million new shares at market price will be offered for subscription by shareholders holders of capital notes and by professional clients,neutral
net profit in the three months through march 31 fell to x20ac 103 million us$ 165 million from x20ac 131 million a year earlier the finnish company said,negative
the financial statements release will be available after publishing on the company s internet pages at www cargotec com,neutral
cardona slowed her vehicle turned around and returned to the intersection where she called 911,neutral
satama s net profit for the third quarter of 2007 rose to 275 000 euro $ 395 000 from 270 000 euro $ 388 000 for the same period of 2006,positive
eur 220 million of the transaction consideration was paid in the form of four year interest bearing vendor notes,neutral
its other well known brands include fitness equipment maker precor and u s based ball sports equipment maker wilson,neutral
finnish aldata solution has signed a contract of supply its g o l d system to two french retail chains,positive
net sales have been eaten by the weak us dollar,negative
airbus will attempt to evacuate up to 873 people within 90 seconds,neutral
of bavelloni s and nst s joint ventures bavelloni tools completes semiproducts that are produced in italy into high quality tools that will be sold under the diapol brand,neutral
pharmaceutical market in czech republic global research & data services published recently a market analysis about the pharmaceutical markets in czech republic,neutral
sullivan said some of the boards really involve a lot of work and people should get paid for their time,neutral
18 may 2010 finnish electronics producer elcoteq se hel : elqav said today that it has signed an extensive cooperation agreement on industrialisation manufacturing distribution and after market services for mobile phones with japan s sharp tyo : 6753,positive
the most important export markets are norway germany russia and france,neutral
we offer our clients integrated management consulting total solutions for complex projects and efficient best in class design and supervision,neutral
we look forward to take part in the future development of the company says tomas billing president of nordstjernan,neutral
qpr processguide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; qpr processguide xpress,neutral
the group s consolidated net sales for 2009 totaled 1 5 billion euros and it employs approximately 10 000 persons,neutral
our aim is to understand different traffic patterns based on the use of each building,neutral
the market value of one crane is some usd6m reported the finnish news agency stt,neutral
many of the commercial vessels had got stuck in the narrow bay of bothnia where the ice is thicker and around the aaland islands,negative
tweeple should check who s following them and be cautious when clicking on urls and tinyurls,neutral
vaahto pulp & paper of finnish vaahto group has been awarded an order to renovate finnish swedish forest industry company stora enso s paperboard machine at the ingerois board mill in finland,positive
the employee negotiations are to address measures needed to adjust the operations to the present production situation,neutral
the company s net profit amounted to ee 55 5 mn which was 36 more than in 2004,positive
atria said its offer would give the swedish company continued ownership and control of its slaughtering and cutting operations,neutral
two of these contracts are for turntable anode vibrocompactors that will be delivered to gansu hualu aluminum co ltd and another unnamed costumer,neutral
the appointments will be in force until the new ceo has been appointed,neutral
fortum expects its annual capital expenditure in the next four to five years to be within a range of eur 0 8 1 2 billion as earlier announced,neutral
26 october 2010 finnish environmental management company lassila & tikanoja oyj hel : lat1v or l&t said today its net profit declined to eur20 9 m for the first nine months of 2010 from eur27 6 m for the same period a year earlier,negative
union and company officials did not return calls yesterday,neutral
the share capital of alma media corporation business id 1944757 4 is eur 44 767 513 80 and it is divided into 74 612 523 shares,neutral
revenue grew by 2 percent to x20ac 580 million $ 743 million from x20ac 569 million,positive
l+ñnnen tehtaat s food division was reorganised into two strategic business units apetit frozen foods and jams and apetit fish,neutral
in future the plant will focus on the production of flange profiles for wind farm towers,neutral
finnish bank of +àland +àlandsbanken has issued a profit warning,negative
while i cant understand what theyre saying its impressive to watch him hit that ball at those speeds,neutral
in april 2005 neste separated from its parent company finnish energy company fortum and became listed on the helsinki stock exchange,neutral
com and possibly also through photo msn,neutral
the new organization consists of two business units : charging & messaging and finance & administration,neutral
kesko has previously published a stock exchange release concerning the deal on 7 february 2007,neutral
after the transaction m real will own 30 in metsa botnia and upm 17,neutral
the company s operating income ebit totalled eur 0 0 mn up from eur 0 3 mn year on year,positive
finnish forest machinery manufacturer ponsse has issued a profit warning,negative
the disposal of autotank will also strengthen aspo s capital structure commented gustav nyberg ceo of aspo,positive
down to eur5 9 m h1 09 3 august 2009 finnish media group ilkka yhtyma oyj hel : ilk2s said today its net profit fell 45 on the year to eur5 9 m in the first half of 2009,negative
continuing operations turned an operating loss of eur 0 1 mn a slight improvement from a loss of eur 0 2 mn a year earlier,positive
a high court in finland has fined seven local asphalt companies more than lion $ 117 million for operating a cartel,negative
valmet automotive reports net sales of eur 85mn and operating profit of eur 8mn,neutral
in finland alma media will focus on quality and developing chain operations,neutral
: lietuvos respublikos sveikatos apsaugos ministerija has awarded contract to uab affecto lietuva for financial systems software package,positive
the contracts comprise turnkey orders for roro systems for two roro cruise vessels under construction for viking line and tallink,neutral
operating profit rose to eur 5mn from eur 2 8 mn in the fourth quarter of 2008,positive
according to nordic financial group nordea s analyst sami sarkamies this makes nokia s portfolio competitive again,positive
in 2007 etteplan reported a turnover of eur125 2 m,neutral
iso omena is based in the matinkyla district of the southern part of the city of espoo southern finland,neutral
grounds for the notification : tiimari plc 12 30 2010 issued capital convertible loan allocation decision by the board on 01 31 2011,neutral
kaupthing bank will publish its annual results for 2007 before markets open on thursday 31 january,neutral
the annual net sales of the unit is some eur 5 million and it currently employs some 55 people,neutral
once your plants are in the ground they will continue to grow but the success of any garden lies in how well it s maintained,neutral
the gross area of eight houses will be 12 167 m2,neutral
marketing will use tikkurila s existing infra structure and local knowledge in russia,neutral
the per share subscription price of the shares subscribed with the option rights was eur 1 35,neutral
capital base and capital adequacy measurement is based on approaches under basel ii,neutral
its market share widened to 48 51 percent from 48 31 percent a year earlier,positive
componenta is a metal sector company with international operations and production plants located in finland the netherlands sweden and turkey,neutral
industry in asia +ó pakistan malaysia taiwan and philippines today global research & data services is going to publish several market analyses about the cement markets in asia,neutral
subscription sales decreased slightly,negative
following the divestment fiskars s outdoor unit will comprise the brands gerber silva and buster and will focus on multi tools knives compasses mobile lighting pedometers and aluminium boats,neutral
you need to be ready when the window opens up rosberg said,neutral
following the registration the number of issued and outstanding shares of basware is 12 890 829,neutral
approval by shareholders of cencorp in accordance with finnish law,neutral
the planned facility estimated to cost around $ 814 million would be the largest biodiesel plant in the world and use palm oil certified by the roundtable on sustainable palm oil rspo,positive
the total number of voting rights is 74 612 523,neutral
a corresponding increase of 85 432 50 euros in ahlstrom s share capital has been entered in the trade register today,neutral
the lemminkainen group headquartered in helsinki finland operates in all sectors of the construction industry : civil engineering building contracting technical building services and the building materials industry,neutral
glaston s own glass processing unit tamglass glass processing is a manufacturer of high quality safety glass products operating in finland,neutral
md henning bahr of stockmann gruppen praises the trend since the chains become stronger and their decision making processes more clear,positive
it inspects the companys strategic strengths and weaknesses,neutral
the omx nordic 40 omxn40 index comprising the 40 most traded nordic stocks on the nasdaq omx exchange closed down 0 87 at 1 064 14 points on thursday,negative
below are unaudited consolidated results for aspocomp group under ifrs reporting standards,neutral
the report contains category level company and brand share as well as distribution share information for 2007 and 2008,neutral
london afx uk and european brokers recommendations issued today as collated by afx news from a range of market sources,neutral
in sales volume coca cola s market share has decreased by 2 2 to 24 2,negative
earnings per share eps rose to eur 0 11 from eur 0 03,positive
operating profit totaled eur 37 7 mn up slightly from eur 37 2 mn in the corresponding period in 2006,positive
elektrobit eb has renewed its it infrastructure contract with ict services provider fujitsu services for eb s patja service,positive
the company s annual loss amounted to eek 18mn compared to a profit of eek 7 3 mn in 2008,negative
participants at any of the book discussions or other special events or visitors to the car dealership were eligible to enter the drawing for the 2005 silver four door altima,neutral
it was decided that the auditors are reimbursed according to invoice,neutral
other details were not provided,neutral
the innova 2 building will be located close to downtown in the immediate vicinity of paviljonki and the travel center and within walking distance from the heart of the city thanks to the trade fair bridge,neutral
symphony services provides development services for aldata gold,neutral
the shipyard hopes the regional government in andalusia can offer its some form of financial support,neutral
part of the reductions will be made through retirement arrangements,neutral
yara suomi ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry as well as products used in environmental protection,neutral
elisa said mobile subscriptions grew 7 percent during 2007 mainly because of customers adopting so called third generation mobile technology,positive
profit before taxes was eur 105 9 82 7 million,neutral
the manufacture of cpps will be undertaken at the existing export oriented unit eou at wartsila s factory at khopoli near mumbai,neutral
the company is owned by the state of finland and the european aeronautic defense and space company eads n v tekla is an international software company that provides solutions for building and construction energy distribution and municipalities,neutral
operating profit was eur 24 5 mn up from eur 23 0 mn,positive
finnish shipping company finnlines of the grimaldi group reports its net sales decreased to eur 241 8 mn in january june 2009 from eur 384 0 mn in the corresponding period in 2008,negative
operating profit for the 12 month period decreased from eur157 5 m while net sales increased from eur634 3 m as compared to 2007,negative
he is resting comfortably and is looking forward to getting back to work,neutral
the company operates a u s division in lisle ill,neutral
both operating profit and turnover for the six month period increased respectively from eur0 1 m and eur29 0 m as compared to the corresponding period a year ago,positive
a spokesperson told wwd to expect a 50 50 mix of clothing and home decor,neutral
the new majority owners of aspocomp thailand co ltd are certain private persons belonging to immediate circle of aspocomp s present joint venture partner saha pathana inter holding plc,neutral
results are expected late in 2006,neutral
the competition was received with great enthusiasm by the employees he goes on,positive
biotie north american licensing partner somaxon pharmaceuticals started a phase ii iii clinical study in patients suffering from pathological gambling and a pilot phase ii study in nicotine addiction smoking cessation,neutral
the report profiles 158 companies including many key and niche players including major nonwovens manufacturers such as ahlstrom corporation asahi kasei corporation buckeye technologies inc ei,neutral
return on capital employed rose by 4 8 percentage points to 19 6,positive
the group s revenue in 2009 amounted to eur 70 million and the company currently employs approximately 780 people,neutral
capman an asset manager has eur 3bn worth of assets under management in the nordic region,neutral
shareholder s full name and id code : petri ailus born 15 9 1966 for further information please contact isto hantila ceo tel +358 9 591 8342,neutral
with capman as a partner we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers says christopher wynne ceo of papa john s russia,positive
finnish high technology provider vaahto group reports net sales of eur 41 8 mn in the accounting period september 2007 february 2008 an increase of 11 2 from a year earlier,positive
curators have divided their material into eight themes,neutral
elcoteq se stock exchange announcement february 4 2009 at 10 00 am eet elcoteq will publish its financial statements bulletin 2008 on wednesday february 11 at 9 00 am eet,neutral
companiesandmarkets com provides a wide range of research reports industry statistics and competitive intelligence on the industrial sector,neutral
the orders are part of a long term development plan of latvijas finieris,neutral
the selling consortium includes funds managed by oko bank s venture capital unit bio fund management and finnish industry investment a government owned investment group,neutral
cash flow from operations for the most recent quarter also reached a eight year low,negative
with this new version it is very important for us to introduce a bim process that is based on the detailed building information model,neutral
rapala fishing frenzy 2009,neutral
the internal revenue service sees about 20 percent of all taxpayers wait until the last two weeks to file with about 40 million returns filed in april,neutral
finnish metal components supplier componenta oyj said its net profit went up to 3 5 mln euro $ 4 5 mln in 2006 from 2 2 mln euro $ 2 8 mln in 2005,positive
finnish handling systems company cargotec oyj hel : cgcbv said today that it won a eur 13 million usd 16 6 m contract to deliver macgregor hatch covers for ships ordered by norwegian shipowner grieg shipping,positive
the first phase will be completed by the end of 2012,neutral
hk ruokatalo produces many turkey products such as cold cuts,neutral
componenta has production lines for similar sized products at karkkila in finland at weert in the netherlands and at orhangazi in turkey and these had a combined output of approximately 100 000 tonnes and net sales of eur 135 million in 2007,neutral
pretax profit totaled eur 4 9 mn compared to eur 5 2 mn in the first quarter of 2005,negative
in april june 2008 scanfil s net sales totalled eur 58 7 mn and operating profit eur 6 6 mn,neutral
by the end of 2006 the number of joint branch offices will total 170,neutral
by combining its existing solutions into a single platform comptel said that it has reduced the cost of deployment,positive
however the proportion of the paid standing orders grew in 2009,positive
both operating profit and net sales for the six month period increased respectively from eur0 4 m and eur3 2 m as compared to the corresponding period in 2005,positive
according to the finnish russian chamber of commerce all the major construction companies of finland are operating in russia,neutral
consolidated operating profit from continuing operations decreased by 62 3 to eur 51 2 mn from eur 135 7 mn in 2007,negative
a total of 185 wonderware certified sis are available to integrate and support wonderware products such as intouch « hmi software industrialsql server historian wonderware information server dt analyst software or qi analyst spc software,neutral
coffee will be served starting at 14:30 eet as well as after the event,neutral
these developments partly reflect the government s higher activity in the field of dividend policy,neutral
france t+®l+®com spent more time studying teliasonera than other potential takeover targets because it has a shareholder that wants to sell pellissier said,neutral
the airline has ordered nine airbus a350 900 aircraft with deliveries from 2011 and in doing so becomes the lead airline for the latest variant of rolls royce trent series engines called the 1700,positive
production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board,positive
in the financial statement for the first quarter of 2010 tikkurila is reported under discontinued operations,neutral
the network test business is part of elektrobit s test and automation business segment and employs 39 people in finland and 22 people abroad mainly in the us and asia,neutral
in the baltic countries sales fell by 40 2 and in russia by 23 2 in terms of euros and by 10 7 in terms of local currency,negative
according to pkc the acquisition would bring a significant addition to pkc s customer base,positive
zao yit moskovia builds housing in moscow and its surrounding cities,neutral
production at the plant will be based on neste oil s proprietary technology that can use a flexible input of any vegetable oil or animal fat,neutral
the ship unloader is totally enclosed along the entire conveying line to the storage facilities,neutral
national sponsors for the big read include national endowment for the arts in cooperation with the institute of museum and library services and arts midwest,neutral
the company can not give up palm oil altogether however,neutral
the office space will rise above the remodeled cannon street underground station,neutral
finnish metal products company componenta oyj hel : cth1v said today its net loss narrowed to eur 500 000 usd 680 000 in the last quarter of 2010 from eur 5 3 million for the same period a year earlier,positive
huhtamaki s rigid plastic consumer goods operations which are mainly in europe will be separated into a new reporting segment as of 1 january 2009,neutral
however the total orders received will still be above last year s levels,positive
the maximum number of new shares to be offered is 22 million,neutral
neste oil s refineries have a combined crude oil refining capacity of approximately 260 000 barrels a day,neutral
however the bottom line result improved thanks to positive financial items,positive
the issuer is solely responsible for the content of this announcement,neutral
from 2003 on the emphasis of kyro s strategy has been on glaston s growth,neutral
however sales returned to growth in april june 2010 ceo pekka eloholma said,positive
this new deal has strengthened the partnership from telemig celular and tecnomen which it has started since the beginning of telemig s prepaid operations,positive
the optimization of the steel components heating process will reduce the energy consumption,positive
shares in royal and sun alliance continued to slide back from a 12 month high of 172p last month after a potential suitor ruled itself out of a takeover bid,negative
as capacity was cut with 1 4 the passenger load factor was down 7 8 percentage points,negative
terms were not disclosed,neutral
belarus oao lidskoe pivo brewery based in the grodno region reported a 1 1 decrease in output to 1 045 million decaliters in january march 2010 a representative in the administration of the company told,negative
the plant is expected to enter commercial operation by mid 2009,neutral
swedbank s shares have been hardest hit of the swedish banks by the ongoing international financial crisis,negative
the annual report will be sent automatically to shareholders holding at least 2 000 sampo plc shares,neutral
talvivaara is listed on the london stock exchange main market and nasdaq omx helsinki and is included in the ftse 250 index,neutral
one of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard,neutral
elisa corporation will disclose its financial statements for 2006 on thursday 8 february 2007,neutral
the orders consist in total of over 1 600 panels of lift away weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from 2 000 to 13 300 teus,neutral
lifetree was founded in 2000 and its revenues have risen on an average by 40 with margins in late 30s,positive
the company said that the operations will be sold to a newly established company cps gmbh where the present management of the plastics business is a co owner,neutral
the energy sector accounted for approximately 33 and the steel industry for about 57 of the transportation volume,neutral
the company will be part of teleste s video and broadband solutions business area,neutral
viking line manages well with its current ferries,positive
fortum had previously bought the state held stake in tgk 10 from rao ues during its reform,neutral
the annual report contains the financial statements the consolidated financial statements the report by the board of directors and the auditor s report,neutral
lead production in turn should increase to 60 000 tonnes through 2009 in what would be a twofold increase from current capacity levels zahariev said,positive
with the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability,positive
this corresponds to 6 81 percent of okmetic s share capital and voting rights,neutral
this is a significant milestone for benefon helping us to secure critical usp s for our personal navigation product roadmap for 2007 and beyond commented simon button chief technology officer at benefon,positive
adpnews jul 17 2009 finland based steel maker rautaruukki oyj ruukki hel : rtrks said today it slipped to a net loss of eur 184 million usd 259 7 m for the first half of 2009 from a net profit of eur 2,negative
yesterday legrand issued its e300 million fixed rate deal maturing 2017,neutral
stx finland oy signed a a preliminary agreement for the building of an environmentally friendly new generation cruise ferry for viking line to manage on between turku finland and stockholm sweden withviking line abp,positive
eurochem head of corporate finance alexander gavrilov said : i am pleased that we have once again confirmed that eurochem is able to attract long term funds at attractive rates,positive
under the transaction agreement metsaliitto will purchase 24 7 of metsa botnia s shares from upm and 3 from m real,neutral
profit before taxes amounted to eur 56 5 mn down from eur 232 9 mn a year ago,negative
the mill s raw material need will increase by 100 000 m3 of wood,neutral
finnish it consultancy satama interactive oyj said on november 13 2006 that jarmo lonnfors took up the position of ceo,neutral
according to the company a decision in the issue will be made in the summer of 2010 at the earliest and in the summer of 2011 at the latest,neutral
ruukki group calculates that it has lost eur 4mn in the failed project,negative
finnish outokumpu technology has been awarded several new grinding technology contracts,positive
this release is not an offer of securities for sale into the united states or elsewhere,neutral
elite residence tower a new development by tameer is located at the heart of dubai marina,neutral
this would be a huge process,neutral
net profit in the same period in 2006 was 36 6 million euros,neutral
finnish electronics manufacturing services company elcoteq signing a cooperation agreement with a japanese mobile phone manufacturer bypasses elcoteq tallinn says jan kotka ceo of elcoteq tallinn,positive
assa abloy kaupthing bank gave a neutral recommendation and a share price target of 174 crowns $ 24 7 19 euro on swedish lock maker assa abloy ab,neutral
kone is listed on the nordic exchange in helsinki,neutral
elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter,neutral
the insurance division turned a eur120m profit,neutral
the first of the two project phases is expected to be completed by the end of 2012,neutral
due to pirkka beer olvi s brewery in iisalmi is moving to 7 day 24 hour work shifts,neutral
in the third quarter of 2007 net sales totaled eur 25 95 mn and operating profit eur 3 88 mn,neutral
the new structure provides better communication faster decision making and cost savings proha said,positive
the ground barleycorn has been fully produced in finland and will be available in stores as of the beginning of 2010,neutral
commission income fell to eur 4 6 mn from eur 5 1 mn in the corresponding period in 2007,negative
the deal includes all rental equipment and related merchandise the rental contract of the depot and two employees the company said,neutral
isms does not disclose its financial results the daily said,neutral
foodservice and consumer goods markets are served by approximately 13 000 people in 54 manufacturing units and several sales offices in 33 countries,neutral
entire paper mills may be set up especially in the new eu member states,neutral
the buyer is real estate owner propertos oy but the companies have agreed not to disclose financial details of the deal,neutral
lean system supports change management and component purchasing extremely well,positive
the economic development and trade ministry and industry and energy ministry along with the kostroma regional administration and the russian lumberman and timber exporters union has been carrying out work to acquire investment for the construction of a pulp and paper mill in neya since 2003,neutral
pretax loss totaled eur 1 2 mn down from a profit of eur 2 1 mn in 2004,negative
operating profit improved by 27 to eur 579 8 mn from eur 457 2 mn in 2006,positive
financial statements include the consolidated financial statements of the group the board of directors report the auditors report and the corporate governance statement,neutral
the expansion is to be finalized in the autumn of 2009,neutral
eur 152 4 mn of this was net interest income,neutral
cablevision systems corp cvc their madison square garden division owns and operates the new york knickerbockers basketball team ; they also own the madison square garden arena the new york rangers hockey team the new york liberty women s basketball team and the hartford wolf pack hockey team,neutral
finnish messaging solutions developer tecnomen corporation omx helsinki : tem1v said on thursday 11 december that it has received an expansion order for its convergent charging solution in latin america,positive
glaston s own glass processing unit tamglass glass processing is a manufacturer of high quality safety glass products and operates in finland,neutral
fortum holds 90 2 pct of the share capital and 94 4 pct of the voting rights in the company which it now plans to delist from the warsaw stock exchange,neutral
however the growth margin slowed down due to the financial crisis,negative
salcomp s charger manufacturing plant in india is located in the nokia telecom park in the state of tamil nadu in the eastern part of india,neutral
adp news feb 12 2009 finnish construction company lemminkainen oyj hel : lem1s said today its net profit decreased to eur 63 5 million usd 81 1 m for 2008 from eur 80 6 million for 2007,negative
deliveries will start in the second half of 2007 and the start up of the mill is scheduled for 2008,neutral
the total value of the project is estimated to be over 3 0 mln euro $ 4 4 mln of which the services will be over 2 0 mln euro $ 2 9 mln and third party licences more than 1 0 mln euro $ 1 5 mln,neutral
financial details were n t disclosed,neutral
nordea will coordinate the syndicated loan,neutral
the group ¦ s profit before taxes was eur 0 2 7 8 million,neutral
29 september 2010 finnish waste management and recycling company lassila & tikanoja expands its operations in russia by introducing its recently completed recycling plant in the city of dubna near moscow,positive
we are very pleased to be working with fujitsu and ntt docomo to advance the progress of lte said juergen walter head of converged core nokia siemens networks,positive
based on the design of previous handsets the nokia e72 and nokia e63 this symbian based model is promised to offer direct access to over 90 per cent of the world s corporate email through mail for exchange and ibm lotus notes traveler,neutral
profit after taxes was eur 0 1 mn compared to eur 0 4 mn the previous year,positive
the address location is provided to a local controller preferably by wireless transmission which then uses the address location to access the appliance control module,neutral
capitex kalmar will continue to be responsible for the maintenance and technical development of the services,neutral
adpnews dec 1 2009 finnish cutlery and hand tools maker fiskars oyj abp hel : fisas said today that it will make redundant a total of 18 office and management staff members of its subsidiary iittala group ltd,negative
operating profit for the 12 month period decreased from eur17 9 m while net sales increased from eur58 3 m as compared to 2007,negative
enclosed is affecto s call for extraordinary general meeting to be held on july 10th where the main agenda is to approve the authorization to the board for the proposed share issue related to the component software acquisition and to elect haakon skaarer to the affecto board,neutral
in the second quarter of 2010 the group s pretax loss narrowed to eur 400 000 from eur 600 000,positive
all are welcome,neutral
share repurchase 11 01 2008 in the helsinki stock exchange on behalf of sampo plc danske bank a s helsinki branch,neutral
mercator will use the software for its logistic retail and wholesale operations in slovenia and its other markets in southeastern europe,neutral
